"B1+_2018","F2018","Catch_2018","B1+_2019","F","Catch_2019","B1+_2020","Catch_2020","Change_B1+_2019-2020(%)","Change_Catch_2017-2019(%)"
112652.290158703,0.12282181016193,15062,116658.772108847,0,0,129829.234505056,5.16024902101508e-29,11.2897317176633,-100
112652.290158703,0.12282181016193,15062,116658.772108847,0.032,4097.55719530771,127172.199432163,4423.03486065334,9.01211896307879,-81.2990784729474
112652.290158703,0.12282181016193,15062,116658.772108847,0.064,8096.20045888385,124585.070027365,8562.88351459296,6.79442940743712,-63.0495921759784
112652.290158703,0.12282181016193,15062,116658.772108847,0.118,14627.3185902186,120372.193979525,14955.1673118424,3.18314842814706,-33.2420942360189
112652.290158703,0.12282181016193,15062,116658.772108847,0.156,19066.113749758,117518.407311953,19041.99213252,0.736880037022608,-12.983790081469
112652.290158703,0.12282181016193,15062,116658.772108847,0.12282181016193,15197.6238678819,120005.096927947,15491.835023686,2.8684725191328,-30.6392668108743
112652.290158703,0.12282181016193,15062,116658.772108847,0,0,129829.234505056,5.16024902101508e-29,11.2897317176633,-100
112652.290158703,0.12282181016193,15062,116658.772108847,0.0202634350045867,2606.34168182628,128138.487166432,2834.65767518857,9.84042164173874,-88.1048661577354
112652.290158703,0.12282181016193,15062,116658.772108847,0.0405268700091733,5172.60523976767,126476.073489099,5553.0899341842,8.41539920469248,-76.392645649928
112652.290158703,0.12282181016193,15062,116658.772108847,0.06079030501376,7699.50775545526,124841.47087562,8159.91166392769,7.0142164355534,-64.8600657736789
112652.290158703,0.12282181016193,15062,116658.772108847,0.0810537400183467,10187.75273439,123234.166772603,10659.5577091329,5.63643397311051,-53.5039157864554
112652.290158703,0.12282181016193,15062,116658.772108847,0.101317175022933,12638.0303701661,121653.658473411,13056.2898671191,4.28162089680088,-42.3210457001967
112652.290158703,0.12282181016193,15062,116658.772108847,0.12158061002752,15051.0178034701,120099.452924802,15354.203610374,2.94935456096263,-31.3083650992631
112652.290158703,0.12282181016193,15062,116658.772108847,0.141844045032107,17427.3793759596,118571.066537425,17557.2345474905,1.6392204323854,-20.4628419817528
112652.290158703,0.12282181016193,15062,116658.772108847,0.162107480036693,19767.766879125,117068.02500007,19669.1646327044,0.350811931092217,-9.78150162371914
112652.290158703,0.12282181016193,15062,116658.772108847,0.18237091504128,22072.8197982327,115589.863097626,21693.6281338538,-0.916269725712239,0.738574534168166
112652.290158703,0.12282181016193,15062,116658.772108847,0.202634350045867,24343.1655514492,114136.124532648,23634.117368202,-2.16241567659013,11.1002499779662
112652.290158703,0.12282181016193,15062,116658.772108847,0.222897785050453,26579.4197242419,112706.36175048,25493.9882151876,-3.38800956577835,21.3063341902454
112652.290158703,0.12282181016193,15062,116658.772108847,0.24316122005504,28782.1862991513,111300.135767849,27276.4654148165,-4.59342769011635,31.3595836987495
112652.290158703,0.12282181016193,15062,116658.772108847,0.263424655059627,30952.0578810255,109917.01600487,28984.6476600629,-5.77903914305417,41.2627031043503
112652.290158703,0.12282181016193,15062,116658.772108847,0.283688090064213,33089.6159178096,108556.580120382,30621.5124913222,-6.94520595579856,51.0183460887111
112652.290158703,0.12282181016193,15062,116658.772108847,0.3039515250688,35195.430916977,107218.413850561,32189.9210006408,-8.09228323565519,60.6291164020618
112652.290158703,0.12282181016193,15062,116658.772108847,0.324214960073387,37270.0626576903,105902.110850742,33692.6223531448,-9.22061930162273,70.0975688314848
112652.290158703,0.12282181016193,15062,116658.772108847,0.344478395077973,39314.0603987766,104607.272540373,35132.2581328011,-10.330555817294,79.4262101500978
112652.290158703,0.12282181016193,15062,116658.772108847,0.36474183008256,41327.9630826013,103333.507951052,36511.3665193603,-11.422427921118,88.6175000475164
112652.290158703,0.12282181016193,15062,116658.772108847,0.385005265087147,43312.2995349212,102080.433577589,37832.3863030672,-12.4965643540765,97.6738520419681
112652.290158703,0.12282181016193,15062,116658.772108847,0.405268700091733,45267.5886607979,100847.673232009,39097.6607434626,-13.5532875848251,106.597634374425
