"B1+_2017","F2017","Catch_2017","B1+_2018","F","Catch_2018","B1+_2019","Catch_2019","Change_B1+_2018-2019(%)","Change_Catch_2016-2018(%)"
120787.144782177,0.206796205677407,21911,123980.341004939,0,0,141949.333229682,0,14.4934205528825,-100
120787.144782177,0.206796205677407,21911,123980.341004939,0.032,3745.80390240588,139131.226699848,4242.10649050599,12.220393630233,-83.5015482338994
120787.144782177,0.206796205677407,21911,123980.341004939,0.064,7401.89105425348,136385.133707163,8209.27486100395,10.0054513495247,-67.3982552962539
120787.144782177,0.206796205677407,21911,123980.341004939,0.118,13374.9899200801,131908.743491346,14327.1525272829,6.39488682007376,-41.0896480921517
120787.144782177,0.206796205677407,21911,123980.341004939,0.156,17435.5780390252,128873.051339632,18232.4335583836,3.94635979788014,-23.2047243300219
120787.144782177,0.206796205677407,21911,123980.341004939,0.206796205677407,22686.9237733069,124956.510247428,22983.6037195306,0.78735808804613,-0.0750900615227778
120787.144782177,0.206796205677407,21911,123980.341004939,0,0,141949.333229682,0,14.4934205528825,-100
120787.144782177,0.206796205677407,21911,123980.341004939,0.02438298071766,2862.41390404369,139795.417568188,3257.93947532334,12.7561163609153,-87.392453272808
120787.144782177,0.206796205677407,21911,123980.341004939,0.04876596143532,5672.39038526584,137683.59846928,6353.84057695639,11.0527663928552,-75.0158679930649
120787.144782177,0.206796205677407,21911,123980.341004939,0.07314894215298,8431.04054162235,135612.964111084,9295.36498987633,9.3826351918822,-62.8653503124781
120787.144782177,0.206796205677407,21911,123980.341004939,0.09753192287064,11139.4505352999,133582.6233476,12089.8187324175,7.74500397791174,-50.9361162127398
120787.144782177,0.206796205677407,21911,123980.341004939,0.1219149035883,13798.6821689362,131591.70522812,14744.1686145969,6.1391702599668,-39.2234889675554
120787.144782177,0.206796205677407,21911,123980.341004939,0.14629788430596,16409.7734482912,129639.358527984,17265.0579326605,4.56444745769751,-27.7228966643503
120787.144782177,0.206796205677407,21911,123980.341004939,0.17068086502362,18973.7391316913,127724.751290414,19658.8214354718,3.02016453183165,-16.4298697842339
120787.144782177,0.206796205677407,21911,123980.341004939,0.19506384574128,21491.5712665614,125847.070379153,21931.4995966967,1.50566562334233,-5.34003883883649
120787.144782177,0.206796205677407,21911,123980.341004939,0.21944682645894,23964.2397133506,124005.521041651,24088.8522251429,0.0203097011255491,5.55086793733206
120787.144782177,0.206796205677407,21911,123980.341004939,0.2438298071766,26392.6926571537,122199.326482559,26136.3714440994,-1.43652978201543,16.2470268403238
120787.144782177,0.206796205677407,21911,123980.341004939,0.26821278789426,28777.8571073178,120427.727447263,28079.2940690731,-2.8654652252766,26.7525208972805
120787.144782177,0.206796205677407,21911,123980.341004939,0.29259576861192,31120.639385322,118689.981815248,29922.613411945,-4.26709520784408,37.071342015306
120787.144782177,0.206796205677407,21911,123980.341004939,0.31697874932958,33421.9256012073,116985.36420303,31671.0905382525,-5.64200480915761,47.2073930799094
120787.144782177,0.206796205677407,21911,123980.341004939,0.34136173004724,35682.5821188295,115313.165576444,33329.2650030593,-6.99076592163078,57.1644900042183
120787.144782177,0.206796205677407,21911,123980.341004939,0.3657447107649,37903.4560101994,113672.692872063,34901.4650896762,-8.31393755600755,66.9463637301291
120787.144782177,0.206796205677407,21911,123980.341004939,0.39012769148256,40085.375499171,112063.268627529,36391.8175743655,-9.61206613953049,76.5566621825366
120787.144782177,0.206796205677407,21911,123980.341004939,0.41451067220022,42229.1503947293,110484.23062058,37804.2570390778,-10.8856858070917,85.9989521777571
120787.144782177,0.206796205677407,21911,123980.341004939,0.43889365291788,44335.5725141242,108934.931516579,39142.534753237,-12.1353186855332,95.2767212872302
120787.144782177,0.206796205677407,21911,123980.341004939,0.46327663363554,46405.4160960934,107414.73852432,40410.22714461,-13.3614751712603,104.393379657562
120787.144782177,0.206796205677407,21911,123980.341004939,0.4876596143532,48439.4382044066,105923.033059944,41610.7438783578,-14.5646542013265,113.352261787947
