"B1+_2019","F2019","Catch_2019","B1+_2020","F","Catch_2020","B1+_2021","Catch_2021","Change_B1+_2020-2021(%)","Change_Catch_2018-2020(%)"
126760.154350276,0.10101121583592,13759,132204.03237781,0,0,145347.28410231,0,9.9416420876929,-100
126760.154350276,0.10101121583592,13759,132204.03237781,0.032,4631.12691381445,142320.172128089,4971.60207064319,7.65191467183785,-69.2529097977878
126760.154350276,0.10101121583592,13759,132204.03237781,0.064,9150.21493895708,139373.182445952,9619.74243167679,5.42279228492382,-39.2496709043947
126760.154350276,0.10101121583592,13759,132204.03237781,0.118,16530.7394899819,134575.418928468,16785.2897714893,1.79373239076446,9.75128681781308
126760.154350276,0.10101121583592,13759,132204.03237781,0.156,21546.2550245734,131326.285761627,21357.7053417919,-0.663933316099416,43.0504192800812
126760.154350276,0.10101121583592,13759,132204.03237781,0.10101121583592,14241.3381338789,136061.592096416,14618.6153461067,2.91788355409761,-5.44856222868694
126760.154350276,0.10101121583592,13759,132204.03237781,0,0,145347.28410231,0,9.9416420876929,-100
126760.154350276,0.10101121583592,13759,132204.03237781,0.016339804446,2378.93582522384,143791.426850701,2580.30068432222,8.7647814249543,-84.2057115331385
126760.154350276,0.10101121583592,13759,132204.03237781,0.032679608892,4728.25560291983,142256.760166724,5073.6069769968,7.6039494470072,-68.6080506477961
126760.154350276,0.10101121583592,13759,132204.03237781,0.049019413338,7048.38226434654,140742.969784458,7482.71169488405,6.45890844104196,-53.2042094084968
126760.154350276,0.10101121583592,13759,132204.03237781,0.065359217784,9339.73237572569,139249.746265576,9810.32000502798,5.32942434587051,-37.9914221386711
126760.154350276,0.10101121583592,13759,132204.03237781,0.08169902223,11602.7162365954,137776.784923795,12059.0521555327,4.21526669478494,-22.9669647676678
126760.154350276,0.10101121583592,13759,132204.03237781,0.098038826676,13837.73797662,136323.785750533,14231.4461213762,3.11620855931991,-8.12815418801156
126760.154350276,0.10101121583592,13759,132204.03237781,0.114378631122,16045.1956508809,134890.453341738,16329.9601678191,2.03202649390513,6.52765237725539
126760.154350276,0.10101121583592,13759,132204.03237781,0.130718435568,18225.481333673,133476.496825868,18356.9753339801,0.962500481393285,21.0030579973068
126760.154350276,0.10101121583592,13759,132204.03237781,0.147058240014,20378.9812108295,132081.62979302,20314.797839074,-0.092586120550405,35.3006266464989
126760.154350276,0.10101121583592,13759,132204.03237781,0.16339804446,22506.0756705991,130705.570225177,22205.6614137241,-1.13344663221059,49.4228838077245
126760.154350276,0.10101121583592,13759,132204.03237781,0.179737848906,24607.1393930983,129348.040427554,24031.7295586898,-2.16029110374993,63.3723170663068
126760.154350276,0.10101121583592,13759,132204.03237781,0.196077653352,26682.5414383614,128008.766961032,25795.097733275,-3.17332636631596,77.1513766945824
126760.154350276,0.10101121583592,13759,132204.03237781,0.212417457798,28732.6453330104,126687.480575666,27497.7954756113,-4.17275608234015,90.7624762273221
126760.154350276,0.10101121583592,13759,132204.03237781,0.228757262244,30757.8091555661,125383.916145233,29141.788456943,-5.1587807950415,104.207993028133
126760.154350276,0.10101121583592,13759,132204.03237781,0.24509706669,32758.3856204236,124097.812602824,30728.9804719725,-6.13159797714795,117.490268846985
126760.154350276,0.10101121583592,13759,132204.03237781,0.261436871136,34734.7221605106,122828.91287745,32261.2153672616,-7.0914020788475,130.611610369007
126760.154350276,0.10101121583592,13759,132204.03237781,0.277776675582,36687.1610086525,121576.963831648,33740.2789096209,-8.03838457498175,143.574289754676
126760.154350276,0.10101121583592,13759,132204.03237781,0.294116480028,38616.0392776619,120341.71620008,35167.9005963588,-8.97273401149354,156.380545171561
126760.154350276,0.10101121583592,13759,132204.03237781,0.310456284474,40521.6890391749,119122.924529093,36545.7554092044,-9.894636051141,169.032581317728
126760.154350276,0.10101121583592,13759,132204.03237781,0.32679608892,42404.4374012524,117920.347117239,37875.4655136598,-10.8042735184892,181.532569936952
